INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
KILL;AttackerName=5|USMC RedYuri;AttackerTeam=2;AttackerPos=-37.145,74.570,-101.151;VictimName=2IGI24 Lebowski(rus);VictimTeam=1;VictimPos=-37.882,74.574,-100.149;VictimKit=UW_PickUpFlamethrower;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2;Time=1809
KILL;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=23.520,68.432,-88.592;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;Time=1810
SCORE ScoreDiff=2;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-23.717,68.688,-35.435;Time=1811;Scoretype=cpAssists
SCORE ScoreDiff=3;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-23.097,72.408,-32.560;Time=1811;Scoretype=cpCaptures
SCORE ScoreDiff=2;PlayerName= [F|H]Quicksilver;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-24.097,69.840,-32.820;Time=1811;Scoretype=cpAssists
SCORE ScoreDiff=2;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-24.114,69.762,-32.213;Time=1811;Scoretype=cpAssists
CAPTURE ControlPointID=1;CaptureType=neutral;CaptureTeam=1;CapturePointPos=-22.565,67.698,-35.086;Time=1811
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=24.4;Time=1811
SCORE ScoreDiff=1;PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-21.538,69.677,-32.243;Time=1813;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=48.107,68.389,-82.146;Time=1813;Scoretype=Unknown
KILL;AttackerName=2IG|15 GABBOTTO;AttackerTeam=1;AttackerPos=-21.538,69.677,-32.243;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-23.766,70.003,-31.176;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=Unknown;AttackerVehicle=MultiPlayerFreeCamera;Time=1813
SCORE ScoreDiff=1;PlayerName=1|1USM Shogun007;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=33.177,69.545,-99.340;Time=1813;Scoretype=kills
KILL;AttackerName=1|1USM Shogun007;AttackerTeam=2;AttackerPos=33.177,69.545,-99.340;VictimName=2IG|18 DTBG;VictimTeam=1;VictimPos=38.455,71.488,-68.122;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2_slow;Time=1813
CAPTURE ControlPointID=2;CaptureType=neutral;CaptureTeam=0;CapturePointPos=-44.384,66.389,-104.737;Time=1814
SCORE ScoreDiff=-4;PlayerName=2IGI18 luacha2000;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=38.855,71.053,-69.393;Time=1819;Scoretype=TKs
KILL;AttackerName=2IGI18 luacha2000;AttackerTeam=1;AttackerPos=38.855,71.053,-69.393;VictimName=2IG|18 DanielNL;VictimTeam=1;VictimPos=37.979,71.683,-70.465;VictimKit=JP_LMG_Limited;VictimVehicle=jp_rilfe_khaki;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1819
ENTER PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;VehicleName=type97_chiha;Time=1821
SCORE ScoreDiff=1;PlayerName=2IGI18 Taran121;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=38.951,70.880,-69.962;Time=1825;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=40.664,68.409,-95.991;Time=1825;Scoretype=Unknown
KILL;AttackerName=2IGI18 Taran121;AttackerTeam=1;AttackerPos=38.951,70.880,-69.962;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=25.444,67.114,-97.215;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=fh1_25mmaa;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1825
EXIT PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=39.2;Time=1825
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1826
SCORE ScoreDiff=1;PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=43.538,68.914,-50.697;Time=1828;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=39.957,68.859,-99.335;Time=1828;Scoretype=Unknown
KILL;AttackerName=2IG|15 GABBOTTO;AttackerTeam=1;AttackerPos=43.538,68.914,-50.697;VictimName=5|USMC AL-SAHAD;VictimTeam=2;VictimPos=23.260,66.935,-64.751;VictimKit=UP_Scout;VictimVehicle=fh1_25mmaa;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1828
EXIT PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=136.5;Time=1828
SCORE ScoreDiff=1;PlayerName=1|1USM Shogun007;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=33.094,69.512,-99.324;Time=1829;Scoretype=kills
KILL;AttackerName=1|1USM Shogun007;AttackerTeam=2;AttackerPos=33.094,69.512,-99.324;VictimName=2IGI18 Taran121;VictimTeam=1;VictimPos=38.951,70.880,-69.962;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2_slow;Time=1829
SCORE ScoreDiff=2;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=24.500,68.417,-88.613;Time=1830;Scoretype=cpAssists
SCORE ScoreDiff=3;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_SMGAssault;PlayerVehicle=up_pvt;PlayerPos=24.724,68.326,-82.420;Time=1830;Scoretype=cpCaptures
SCORE ScoreDiff=2;PlayerName=1|USMC jay919;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=up_cpl;PlayerPos=24.333,68.468,-84.133;Time=1830;Scoretype=cpAssists
CAPTURE ControlPointID=102;CaptureType=neutral;CaptureTeam=1;CapturePointPos=24.838,67.433,-85.765;Time=1830
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=fh1_25mmaa;PlayerPos=-31.697,66.261,-41.664;Time=1831;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-31.697,66.261,-41.664;VictimName=2IG|24 R0I0R;VictimTeam=1;VictimPos=-64.410,250.163,-25.736;VictimKit=JP_Engineer_type93;VictimVehicle=aichi_val;AttackerKit=UP_Scout;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=1831
EXIT PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=aichi_val;VehicleTime=43.3;Time=1831
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=24.500,68.409,-88.613;Time=1831;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=24.500,68.409,-88.613;VictimName=2IG|15 papa@FH2;VictimTeam=1;VictimPos=39.275,68.078,-80.252;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1831
ENTER PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=f4u1a_corsair;Time=1831
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=7.6;Time=1834
ENTER PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=dauntlesssbdtorch;Time=1834
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=75mmdp;Time=1836
SCORE ScoreDiff=1;PlayerName=1|1USM Shogun007;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=33.094,69.513,-99.326;Time=1840;Scoretype=kills
KILL;AttackerName=1|1USM Shogun007;AttackerTeam=2;AttackerPos=33.094,69.513,-99.326;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=39.728,67.606,-79.042;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2_slow;Time=1840
ENTER PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1846
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_SMGAssault;PlayerVehicle=up_pvt;PlayerPos=31.823,68.342,-75.107;Time=1847;Scoretype=kills
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=31.823,68.342,-75.107;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=37.694,68.985,-72.499;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_SMGAssault;AttackerVehicle=up_pvt;AttackerWeapon=thompsonm1a1;Time=1847
ENTER PlayerName=[2IG] Otto1;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1848
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=24.498,68.409,-88.701;Time=1850;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=24.498,68.409,-88.701;VictimName=2IG|15 knokworst;VictimTeam=1;VictimPos=47.810,71.744,-68.720;VictimKit=JP_LMG_Limited;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1850
KILL;AttackerName= 2IG|HQSir_Kows;AttackerTeam=1;AttackerPos=49.410,67.905,-101.799;VictimName= 5[1USMC]truth_HUN;VictimTeam=2;VictimPos=49.811,68.296,-100.874;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1851
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=17.511,68.760,-77.054;Time=1851;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=49.603,67.972,-101.863;Time=1851;Scoretype=kills
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=17.511,68.760,-77.054;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=24.500,68.409,-88.700;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1851
ENTER PlayerName=x4fun I<ODIUM>I;PlayerTeam=2;VehicleName=lcvp;Time=1853
SCORE ScoreDiff=3;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=75mmdp;PlayerPos=-7.276,65.576,-48.829;Time=1853;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=75mmdp;PlayerPos=-7.276,65.576,-48.829;Time=1853;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-7.276,65.576,-48.829;VictimName=2IG|18 DanielNL;VictimTeam=1;VictimPos=35.552,71.820,-70.205;VictimKit=JP_LMG_Limited;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=1853
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=75mmdp;PlayerPos=-7.276,65.576,-48.829;Time=1853;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=-7.276,65.576,-48.829;VictimName=2IG|15 [F|H]RAnDOOm;VictimTeam=1;VictimPos=33.884,70.449,-68.869;VictimKit=JP_NCO_rifle;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=1853
SCORE ScoreDiff=1;PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=32.127,68.489,-95.924;Time=1855;Scoretype=kills
KILL;AttackerName=5|USMC AL-SAHAD;AttackerTeam=2;AttackerPos=32.127,68.489,-95.924;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=46.565,69.003,-75.486;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1855
SCORE ScoreDiff=1;PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=type97_chiha;PlayerPos=48.308,68.137,-76.039;Time=1855;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=53.334,68.655,-100.366;Time=1855;Scoretype=Unknown
KILL;AttackerName=24[2IG [24th][2IG]~Goda;AttackerTeam=1;AttackerPos=48.308,68.137,-76.039;VictimName=5|USMC AL-SAHAD;VictimTeam=2;VictimPos=32.127,68.489,-95.924;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1855
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1856
SCORE ScoreDiff=-1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1857;Scoretype=teamVehicleDamages
SCORE ScoreDiff=-4;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1857;Scoretype=TKs
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-38.572,71.669,-101.592;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1857
SCORE ScoreDiff=1;PlayerName=[2IG] Otto1;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=fh1_25mmaa;PlayerPos=23.260,66.935,-64.751;Time=1858;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=58.017,69.113,-100.269;Time=1858;Scoretype=Unknown
SCORE ScoreDiff=2;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=38.991,68.249,-75.638;Time=1858;Scoretype=damageAssists
SCORE ScoreDiff=1;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=58.017,69.113,-100.269;Time=1858;Scoretype=Unknown
KILL;AttackerName=[2IG] Otto1;AttackerTeam=1;AttackerPos=23.260,66.935,-64.751;VictimName=1|USMC Seng711;VictimTeam=2;VictimPos=35.727,71.827,-71.397;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=1858
ENTER PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=75mmdp;Time=1864
SCORE ScoreDiff=1;PlayerName=2IG|15 Ephiriel;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=38.730,68.574,-75.906;Time=1870;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=71.966,69.450,-98.551;Time=1870;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=2IG|18 DTBG;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=37.444,68.277,-75.970;Time=1870;Scoretype=damageAssists
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=71.966,69.450,-98.551;Time=1870;Scoretype=Unknown
KILL;AttackerName=2IG|15 Ephiriel;AttackerTeam=1;AttackerPos=38.730,68.574,-75.906;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=25.444,67.114,-97.215;VictimKit=UP_SMGAssault;VictimVehicle=fh1_25mmaa;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1870
EXIT PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=24.5;Time=1870
CAPTURE ControlPointID=102;CaptureType=neutral;CaptureTeam=1;CapturePointPos=24.838,67.433,-85.765;Time=1871
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=15.1;Time=1871
SCORE ScoreDiff=1;PlayerName=1|1USM Shogun007;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=33.155,69.541,-99.346;Time=1875;Scoretype=kills
KILL;AttackerName=1|1USM Shogun007;AttackerTeam=2;AttackerPos=33.155,69.541,-99.346;VictimName=2IG|18 GGarrido;VictimTeam=1;VictimPos=26.210,68.000,-72.696;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2_slow;Time=1875
SCORE ScoreDiff=1;PlayerName=1|USMC jay919;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=up_cpl;PlayerPos=24.311,68.482,-86.194;Time=1876;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=1|USMC jay919;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=up_cpl;PlayerPos=24.311,68.482,-86.194;Time=1876;Scoretype=cpDefends
KILL;AttackerName=1|USMC jay919;AttackerTeam=2;AttackerPos=24.311,68.482,-86.194;VictimName=2IGI24 Lebowski(rus);VictimTeam=1;VictimPos=23.406,68.410,-88.969;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UW_Engineer_M1903a1_Satchel_nowrench;AttackerVehicle=up_cpl;AttackerWeapon=m1903a1;Time=1876
SCORE ScoreDiff=2;PlayerName=5|USMC RedYuri;PlayerTeam=2;PlayerKit=UW_PickUpFlamethrower;PlayerVehicle=up_pvt;PlayerPos=-46.501,67.374,-105.585;Time=1876;Scoretype=cpAssists
SCORE ScoreDiff=3;PlayerName=5|USMC Tutvys;PlayerTeam=2;PlayerKit=UP_Engineer;PlayerVehicle=up_cpl;PlayerPos=-43.573,67.880,-104.090;Time=1876;Scoretype=cpCaptures
CAPTURE ControlPointID=2;CaptureType=neutral;CaptureTeam=1;CapturePointPos=-44.384,66.389,-104.737;Time=1876
SCORE ScoreDiff=1;PlayerName=1|USMC Dreloc;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=37.952,69.667,-101.003;Time=1877;Scoretype=kills
KILL;AttackerName=1|USMC Dreloc;AttackerTeam=2;AttackerPos=37.952,69.667,-101.003;VictimName=2IG|15 BamBam_55;VictimTeam=1;VictimPos=40.597,67.303,-78.537;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=up_pvt;AttackerWeapon=m1garand;Time=1877
SCORE ScoreDiff=1;PlayerName=T|USMC atElmo;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-105.018,71.235,184.666;Time=1878;Scoretype=kills
SCORE ScoreDiff=3;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=31.378,68.084,-79.889;Time=1878;Scoretype=targetAssists
KILL;AttackerName=T|USMC atElmo;AttackerTeam=2;AttackerPos=-105.018,71.235,184.666;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=56.808,67.878,-79.830;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1878
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=31.365,67.844,-79.321;Time=1880;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=31.365,67.844,-79.321;VictimName=2IG|18 DTBG;VictimTeam=1;VictimPos=31.433,68.076,-79.955;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1880
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=31.599,67.524,-78.364;Time=1882;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=31.599,67.524,-78.364;VictimName=2IG|15 Ephiriel;VictimTeam=1;VictimPos=31.927,67.935,-79.718;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1882
ENTER PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1884
ENTER PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=willysmb;Time=1887
ENTER PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=kurogane;Time=1892
ENTER PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1897
SCORE ScoreDiff=1;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_LMG_Limited;PlayerVehicle=jp_rilfe_khaki;PlayerPos=27.885,67.807,-77.853;Time=1897;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=51.116,68.350,-102.697;Time=1897;Scoretype=Unknown
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=27.885,67.807,-77.853;VictimName=1|1USM Shogun007;VictimTeam=2;VictimPos=33.194,69.559,-99.362;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=JP_LMG_Limited;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type99_k;Time=1897
ENTER PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=willysmb;Time=1898
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=31.322,68.076,-79.995;Time=1898;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=31.322,68.076,-79.995;VictimName=2IG|18 DanielNL;VictimTeam=1;VictimPos=27.885,67.807,-77.853;VictimKit=JP_LMG_Limited;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1898
SCORE ScoreDiff=1;PlayerName=2IGI18 Taran121;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=38.729,68.853,-76.134;Time=1903;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=44.449,68.025,-102.881;Time=1903;Scoretype=Unknown
KILL;AttackerName=2IGI18 Taran121;AttackerTeam=1;AttackerPos=38.729,68.853,-76.134;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=25.444,67.114,-97.215;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=fh1_25mmaa;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1903
EXIT PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=6.6;Time=1903
SCORE ScoreDiff=1;PlayerName=1IUSMC Haraldt;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=25.444,67.114,-97.215;Time=1903;Scoretype=kills
